,season_id,game_id,game_date,team_id,team_abbreviation,matchup,wl_x,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,stl,blk,tov,pf,pts,plus_minus,date,season,team,elo1_pre,elo2_pre,elo1_post,elo2_post,raptor1_pre,raptor2_pre,score1,score2,quality,wl_y
236,22018,21800001,2018-10-16,1610612738,BOS,BOS @ PHI,1,42.0,97.0,0.433,11.0,37.0,0.297,10.0,14.0,0.714,12.0,43.0,55.0,21.0,7.0,5.0,15.0,20.0,105,18,2018-10-16,2019,BOS,1561.52419307645,1607.05768800629,1573.84937213462,1594.73250894812,1633.0,1617.0,105.0,87.0,90,1.0
41,22018,21800019,2018-10-19,1610612738,BOS,BOS @ TOR,0,40.0,99.0,0.404,14.0,36.0,0.389,7.0,10.0,0.7,16.0,33.0,49.0,29.0,4.0,6.0,16.0,27.0,101,-12,2018-10-19,2019,BOS,1573.84937213462,1583.69341513354,1566.42645035434,1591.11633691382,1638.19430152853,1650.73882943296,101.0,113.0,93,0.0
42,22018,21800028,2018-10-20,1610612738,BOS,BOS @ NYK,1,33.0,82.0,0.402,9.0,25.0,0.36,28.0,33.0,0.848,11.0,36.0,47.0,21.0,8.0,2.0,15.0,26.0,103,2,2018-10-20,2019,BOS,1566.42645035434,1416.07822935995,1570.40280933089,1412.1018703834,1629.24977946257,1324.09228561234,103.0,101.0,34,1.0
237,22018,21800040,2018-10-22,1610612738,BOS,BOS @ ORL,0,37.0,91.0,0.407,9.0,40.0,0.225,7.0,9.0,0.778,9.0,42.0,51.0,21.0,6.0,3.0,12.0,15.0,90,-3,2018-10-22,2019,BOS,1570.40280933089,1361.19283055161,1557.69050710029,1373.90513278221,1619.73507145611,1418.91771296114,90.0,93.0,56,0.0
43,22018,21800065,2018-10-25,1610612738,BOS,BOS @ OKC,1,33.0,86.0,0.384,11.0,32.0,0.344,24.0,33.0,0.727,10.0,35.0,45.0,19.0,7.0,1.0,12.0,27.0,101,6,2018-10-25,2019,BOS,1557.69050710029,1543.60260113461,1568.00630439917,1533.28680383573,1615.15805041438,1620.93969533758,101.0,95.0,89,1.0
44,22018,21800074,2018-10-27,1610612738,BOS,BOS @ DET,1,39.0,86.0,0.453,14.0,34.0,0.412,17.0,25.0,0.68,8.0,46.0,54.0,25.0,4.0,8.0,13.0,26.0,109,20,2018-10-27,2019,BOS,1568.00630439917,1508.25839706855,1586.88374563207,1489.38095583565,1613.50765551323,1481.1362983163,109.0,89.0,69,1.0
238,22018,21800099,2018-10-30,1610612738,BOS,BOS @ DET,1,37.0,84.0,0.44,9.0,31.0,0.29,25.0,32.0,0.781,8.0,38.0,46.0,25.0,8.0,4.0,14.0,20.0,108,3,2018-10-30,2019,BOS,1586.88374563207,1489.38095583565,1589.22896891217,1487.03573255555,1620.10865255638,1474.71162032629,108.0,105.0,69,1.0
239,22018,21800115,2018-11-01,1610612738,BOS,BOS @ MIL,1,41.0,92.0,0.446,24.0,55.0,0.436,11.0,13.0,0.846,8.0,34.0,42.0,30.0,5.0,8.0,13.0,23.0,117,4,2018-11-01,2019,BOS,1589.22896891217,1593.26239278462,1593.52012279091,1588.97123890588,1621.88369423059,1608.47219659243,117.0,113.0,89,1.0
45,22018,21800127,2018-11-03,1610612738,BOS,BOS @ IND,0,38.0,88.0,0.432,19.0,46.0,0.413,6.0,9.0,0.667,10.0,35.0,45.0,23.0,6.0,8.0,14.0,20.0,101,-1,2018-11-03,2019,BOS,1593.52012279091,1575.87138616203,1590.61039839097,1578.78111056197,1628.14434125596,1537.52196103333,101.0,102.0,80,0.0
46,22018,21800145,2018-11-05,1610612738,BOS,BOS @ DEN,0,44.0,87.0,0.506,9.0,31.0,0.29,10.0,12.0,0.833,7.0,33.0,40.0,22.0,9.0,9.0,12.0,21.0,107,-8,2018-11-05,2019,BOS,1590.61039839097,1613.5203866568,1585.1521122935,1618.97867275427,1627.6611410987,1603.51183648116,107.0,115.0,89,0.0
47,22018,21800164,2018-11-08,1610612738,BOS,BOS @ PHX,1,39.0,97.0,0.402,14.0,37.0,0.378,24.0,31.0,0.774,17.0,39.0,56.0,21.0,6.0,6.0,16.0,18.0,116,7,2018-11-08,2019,BOS,1585.1521122935,1291.15180395311,1588.74404729282,1287.55986895379,1624.6824645783,1347.71170086437,116.0,109.0,40,1.0
48,22018,21800172,2018-11-09,1610612738,BOS,BOS @ UTA,0,39.0,88.0,0.443,17.0,43.0,0.395,20.0,22.0,0.909,5.0,23.0,28.0,31.0,11.0,3.0,8.0,20.0,115,-8,2018-11-09,2019,BOS,1588.74404729282,1591.92440637131,1582.77705526499,1597.89139839914,1621.14991659477,1616.7616967739,115.0,123.0,89,0.0
49,22018,21800188,2018-11-11,1610612738,BOS,BOS @ POR,0,36.0,93.0,0.387,14.0,42.0,0.333,8.0,10.0,0.8,11.0,31.0,42.0,19.0,11.0,5.0,13.0,16.0,94,-6,2018-11-11,2019,BOS,1582.77705526499,1621.76442841056,1578.46236888252,1626.07911479303,1617.245387905,1547.44338850572,94.0,100.0,80,0.0
240,22018,21800204,2018-11-14,1610612738,BOS,BOS @ CHI,1,42.0,90.0,0.467,15.0,34.0,0.441,12.0,14.0,0.857,8.0,43.0,51.0,27.0,12.0,5.0,14.0,12.0,111,29,2018-11-14,2019,BOS,1578.46236888252,1351.19786557679,1582.92387096955,1346.73636348976,1615.66869069121,1355.00617112982,111.0,82.0,40,1.0
241,22018,21800216,2018-11-16,1610612738,BOS,BOS @ TOR,1,47.0,89.0,0.528,9.0,26.0,0.346,20.0,24.0,0.833,9.0,37.0,46.0,25.0,9.0,6.0,18.0,23.0,123,7,2018-11-16,2019,BOS,1582.92387096955,1617.64799225276,1589.43440685359,1611.13745636872,1621.2830661184,1660.24651996247,123.0,116.0,93,1.0
242,22018,21800229,2018-11-17,1610612738,BOS,BOS @ UTA,0,35.0,91.0,0.385,5.0,33.0,0.152,11.0,20.0,0.55,17.0,34.0,51.0,16.0,11.0,4.0,14.0,22.0,86,-12,2018-11-17,2019,BOS,1589.43440685359,1555.33077588921,1571.60449298555,1573.16068975725,1623.60084254218,1603.78829914397,86.0,98.0,88,0.0
50,22018,21800239,2018-11-19,1610612738,BOS,BOS @ CHA,0,45.0,89.0,0.506,9.0,32.0,0.281,13.0,18.0,0.722,8.0,33.0,41.0,31.0,9.0,6.0,12.0,22.0,112,-5,2018-11-19,2019,BOS,1571.60449298555,1513.2613788838,1565.60674375014,1519.25912811921,1614.3501234292,1491.85490696537,112.0,117.0,71,0.0
243,22018,21800255,2018-11-21,1610612738,BOS,BOS @ NYK,0,38.0,97.0,0.392,10.0,33.0,0.303,23.0,32.0,0.719,15.0,35.0,50.0,30.0,10.0,9.0,8.0,16.0,109,-8,2018-11-21,2019,BOS,1565.60674375014,1358.0314084711,1545.0255148154,1378.61263740584,1612.2374832401,1313.08536070438,109.0,117.0,29,0.0
51,22018,21800268,2018-11-23,1610612738,BOS,BOS @ ATL,1,42.0,91.0,0.462,13.0,40.0,0.325,17.0,21.0,0.81,7.0,36.0,43.0,31.0,11.0,7.0,16.0,29.0,114,18,2018-11-23,2019,BOS,1545.0255148154,1318.491968555,1554.03051783558,1309.48696553482,1608.42318082727,1320.158581596,114.0,96.0,30,1.0
52,22018,21800283,2018-11-24,1610612738,BOS,BOS @ DAL,0,41.0,86.0,0.477,10.0,28.0,0.357,12.0,13.0,0.923,9.0,33.0,42.0,19.0,8.0,3.0,18.0,21.0,104,-9,2018-11-24,2019,BOS,1554.03051783558,1453.97152370806,1544.29457608253,1463.70746546111,1608.87217332375,1421.51787918245,104.0,113.0,55,0.0
53,22018,21800298,2018-11-26,1610612738,BOS,BOS @ NOP,1,48.0,97.0,0.495,19.0,39.0,0.487,9.0,10.0,0.9,14.0,28.0,42.0,27.0,14.0,4.0,15.0,25.0,124,17,2018-11-26,2019,BOS,1544.29457608253,1562.95354496228,1565.80020596513,1541.44791507968,1607.71830064422,1565.68047740951,124.0,107.0,82,1.0
244,22018,21800319,2018-11-30,1610612738,BOS,BOS @ CLE,1,49.0,92.0,0.533,17.0,31.0,0.548,13.0,16.0,0.813,12.0,35.0,47.0,30.0,4.0,4.0,10.0,27.0,128,33,2018-11-30,2019,BOS,1565.80020596513,1442.28647452194,1574.40747190576,1433.67920858131,1587.74524621516,1298.25447010011,128.0,95.0,23,1.0
54,22018,21800335,2018-12-01,1610612738,BOS,BOS @ MIN,1,40.0,85.0,0.471,17.0,44.0,0.386,21.0,21.0,1.0,7.0,33.0,40.0,30.0,9.0,3.0,14.0,25.0,118,9,2018-12-01,2019,BOS,1574.40747190576,1532.44186643324,1586.30460502648,1520.54473331252,1643.01937918582,1577.44168063669,118.0,109.0,87,1.0
245,22018,21800365,2018-12-06,1610612738,BOS,BOS @ NYK,1,49.0,92.0,0.533,13.0,38.0,0.342,17.0,20.0,0.85,7.0,39.0,46.0,32.0,8.0,6.0,9.0,24.0,128,28,2018-12-06,2019,BOS,1586.30460502648,1392.89234919897,1591.55687139823,1387.64008282722,1650.12545318336,1316.33258780005,128.0,100.0,36,1.0
55,22018,21800383,2018-12-08,1610612738,BOS,BOS @ CHI,1,50.0,93.0,0.538,22.0,43.0,0.512,11.0,15.0,0.733,13.0,41.0,54.0,34.0,10.0,4.0,7.0,14.0,133,56,2018-12-08,2019,BOS,1591.55687139823,1322.09064953049,1608.33863842683,1305.30888250189,1615.57742407921,1347.11222866291,133.0,77.0,38,1.0
246,22018,21800393,2018-12-10,1610612738,BOS,BOS @ NOP,1,44.0,90.0,0.489,12.0,39.0,0.308,13.0,19.0,0.684,14.0,37.0,51.0,23.0,8.0,5.0,15.0,21.0,113,13,2018-12-10,2019,BOS,1608.33863842683,1558.29610116084,1614.82725037941,1551.80748920826,1553.63040161442,1573.04818920353,113.0,100.0,75,1.0
56,22018,21800409,2018-12-12,1610612738,BOS,BOS @ WAS,1,47.0,104.0,0.452,11.0,38.0,0.289,25.0,25.0,1.0,14.0,36.0,50.0,20.0,6.0,2.0,14.0,19.0,130,5,2018-12-12,2019,BOS,1614.82725037941,1453.80463464494,1620.37054287055,1448.2613421538,1509.14682965006,1379.38074944079,130.0,125.0,27,1.0
247,22018,21800420,2018-12-14,1610612738,BOS,BOS @ ATL,1,46.0,95.0,0.484,19.0,39.0,0.487,18.0,20.0,0.9,13.0,34.0,47.0,28.0,15.0,9.0,22.0,21.0,129,21,2018-12-14,2019,BOS,1620.37054287055,1317.39483618344,1622.66468527089,1315.1006937831,1556.87574967205,1302.28521098144,129.0,108.0,20,1.0
57,22018,21800431,2018-12-15,1610612738,BOS,BOS @ DET,0,39.0,94.0,0.415,9.0,33.0,0.273,17.0,23.0,0.739,12.0,32.0,44.0,19.0,11.0,4.0,14.0,25.0,104,-9,2018-12-15,2019,BOS,1622.66468527089,1466.22047186168,1610.82881658292,1478.05634054965,1631.11683608514,1495.32920025611,104.0,113.0,74,0.0
248,22018,21800458,2018-12-19,1610612738,BOS,BOS @ PHX,0,38.0,85.0,0.447,15.0,39.0,0.385,12.0,14.0,0.857,9.0,28.0,37.0,26.0,13.0,15.0,16.0,17.0,103,-8,2018-12-19,2019,BOS,1610.82881658292,1311.52859922395,1586.58145139624,1335.77596441063,1626.64731583389,1327.42898370237,103.0,111.0,35,0.0
249,22018,21800473,2018-12-21,1610612738,BOS,BOS @ MIL,0,35.0,91.0,0.385,10.0,34.0,0.294,27.0,36.0,0.75,9.0,27.0,36.0,22.0,13.0,3.0,5.0,16.0,107,-13,2018-12-21,2019,BOS,1586.58145139624,1632.51167935887,1571.7975839651,1647.29554679001,1625.33807155422,1629.91505215062,107.0,120.0,91,0.0
250,22018,21800488,2018-12-23,1610612738,BOS,BOS @ CHA,1,43.0,86.0,0.5,13.0,39.0,0.333,20.0,25.0,0.8,11.0,36.0,47.0,30.0,8.0,4.0,14.0,22.0,119,16,2018-12-23,2019,BOS,1571.7975839651,1495.17605716573,1578.34261412087,1488.63102700996,1621.22510744437,1506.57309429294,119.0,103.0,74,1.0
251,22018,21800499,2018-12-25,1610612738,BOS,BOS @ PHI,1,45.0,108.0,0.417,14.0,41.0,0.341,17.0,20.0,0.85,13.0,42.0,55.0,21.0,8.0,4.0,9.0,21.0,121,7,2018-12-25,2019,BOS,1578.34261412087,1585.71837309003,1584.13503643485,1579.92595077605,1650.97005193632,1660.52221369788,121.0,114.0,95,1.0
58,22018,21800512,2018-12-27,1610612738,BOS,BOS @ HOU,0,38.0,81.0,0.469,12.0,31.0,0.387,25.0,31.0,0.806,6.0,31.0,37.0,28.0,9.0,3.0,11.0,22.0,113,-14,2018-12-27,2019,BOS,1584.13503643485,1591.37105424705,1575.83382787784,1599.67226280406,1666.67387471566,1562.08606159875,113.0,127.0,88,0.0
59,22018,21800531,2018-12-29,1610612738,BOS,BOS @ MEM,1,40.0,80.0,0.5,16.0,36.0,0.444,16.0,18.0,0.889,7.0,29.0,36.0,29.0,10.0,4.0,17.0,24.0,112,9,2018-12-29,2019,BOS,1575.83382787784,1467.50528038362,1585.27148608097,1458.06762218049,1661.28990507818,1527.82613773199,112.0,103.0,83,1.0
60,22018,21800545,2018-12-31,1610612738,BOS,BOS @ SAS,0,43.0,88.0,0.489,11.0,34.0,0.324,14.0,20.0,0.7,9.0,31.0,40.0,30.0,5.0,8.0,12.0,17.0,111,-9,2018-12-31,2019,BOS,1585.27148608097,1570.07484630991,1578.33783857511,1577.00849381577,1666.59761851869,1449.40030160965,111.0,120.0,71,0.0
252,22018,21800558,2019-01-02,1610612738,BOS,BOS @ MIN,1,45.0,76.0,0.592,12.0,30.0,0.4,13.0,15.0,0.867,3.0,30.0,33.0,34.0,10.0,9.0,16.0,21.0,115,13,2019-01-02,2019,BOS,1578.33783857511,1515.89609378608,1584.45132345061,1509.78260891058,1577.75617868976,1474.48356914781,115.0,102.0,61,1.0
253,22018,21800566,2019-01-04,1610612738,BOS,BOS @ DAL,1,42.0,96.0,0.438,21.0,45.0,0.467,9.0,11.0,0.818,14.0,39.0,53.0,35.0,12.0,4.0,13.0,16.0,114,21,2019-01-04,2019,BOS,1584.45132345061,1510.23764147501,1592.4353803433,1502.25358458232,1582.6836234847,1468.62389219763,114.0,93.0,60,1.0
254,22018,21800592,2019-01-07,1610612738,BOS,BOS @ BKN,1,47.0,93.0,0.505,12.0,32.0,0.375,10.0,12.0,0.833,6.0,37.0,43.0,37.0,13.0,2.0,14.0,21.0,116,21,2019-01-07,2019,BOS,1592.4353803433,1481.86042706201,1599.08752667452,1475.20828073079,1594.32007436763,1465.1122787502,116.0,95.0,62,1.0
255,22018,21800607,2019-01-09,1610612738,BOS,BOS @ IND,1,50.0,88.0,0.568,14.0,32.0,0.438,21.0,24.0,0.875,9.0,39.0,48.0,32.0,7.0,7.0,14.0,25.0,135,27,2019-01-09,2019,BOS,1599.08752667452,1632.3774092954,1614.67268193272,1616.7922540372,1621.99402361203,1515.39187159999,135.0,108.0,76,1.0
61,22018,21800617,2019-01-10,1610612738,BOS,BOS @ MIA,0,36.0,89.0,0.404,12.0,34.0,0.353,15.0,17.0,0.882,9.0,28.0,37.0,20.0,5.0,8.0,11.0,10.0,99,-16,2019-01-10,2019,BOS,1614.67268193272,1494.94969535674,1599.57872639868,1510.04365089078,1637.27290703845,1468.85861565837,99.0,115.0,70,0.0
62,22018,21800632,2019-01-12,1610612738,BOS,BOS @ ORL,0,38.0,90.0,0.422,8.0,32.0,0.25,19.0,28.0,0.679,10.0,36.0,46.0,19.0,7.0,3.0,8.0,18.0,103,-2,2019-01-12,2019,BOS,1599.57872639868,1404.73410764394,1592.95724386958,1411.35559017304,1670.1146341914,1428.07433660744,103.0,105.0,67,0.0
63,22018,21800645,2019-01-14,1610612738,BOS,BOS @ BKN,0,37.0,91.0,0.407,11.0,36.0,0.306,17.0,23.0,0.739,10.0,31.0,41.0,21.0,10.0,8.0,12.0,21.0,102,-7,2019-01-14,2019,BOS,1592.95724386958,1476.18425195495,1584.01871453536,1485.12278128917,1547.09243613165,1463.91135621853,102.0,109.0,52,0.0
256,22018,21800658,2019-01-16,1610612738,BOS,BOS @ TOR,1,46.0,92.0,0.5,14.0,30.0,0.467,11.0,13.0,0.846,14.0,35.0,49.0,32.0,7.0,6.0,15.0,24.0,117,9,2019-01-16,2019,BOS,1584.01871453536,1641.02409567298,1592.27029016227,1632.77252004607,1550.56539418736,1654.1213520876,117.0,108.0,86,1.0
257,22018,21800671,2019-01-18,1610612738,BOS,BOS @ MEM,1,44.0,86.0,0.512,17.0,38.0,0.447,17.0,22.0,0.773,10.0,42.0,52.0,29.0,5.0,9.0,17.0,20.0,122,6,2019-01-18,2019,BOS,1592.27029016227,1419.2010767177,1594.45271777745,1417.01864910252,1662.6338441346,1438.58417571188,122.0,116.0,68,1.0
64,22018,21800683,2019-01-19,1610612738,BOS,BOS @ ATL,1,39.0,88.0,0.443,12.0,32.0,0.375,23.0,25.0,0.92,11.0,32.0,43.0,19.0,10.0,8.0,15.0,18.0,113,8,2019-01-19,2019,BOS,1594.45271777745,1387.85297493037,1600.32940580212,1381.9762869057,1660.67278353553,1315.31885859727,113.0,105.0,37,1.0
258,22018,21800698,2019-01-21,1610612738,BOS,BOS @ MIA,1,43.0,87.0,0.494,12.0,30.0,0.4,9.0,10.0,0.9,8.0,28.0,36.0,26.0,13.0,7.0,19.0,21.0,107,8,2019-01-21,2019,BOS,1600.32940580212,1506.70653741263,1604.21329520725,1502.8226480075,1659.59286554943,1473.35801831289,107.0,99.0,74,1.0
259,22018,21800707,2019-01-23,1610612738,BOS,BOS @ CLE,1,45.0,86.0,0.523,12.0,25.0,0.48,21.0,23.0,0.913,9.0,34.0,43.0,25.0,12.0,5.0,14.0,20.0,123,20,2019-01-23,2019,BOS,1604.21329520725,1288.39111507298,1606.26982479613,1286.3345854841,1544.15941445231,1009.11473050986,123.0,103.0,0,1.0
260,22018,21800732,2019-01-26,1610612738,BOS,BOS @ GSW,0,41.0,99.0,0.414,15.0,40.0,0.375,14.0,15.0,0.933,15.0,34.0,49.0,23.0,6.0,4.0,14.0,22.0,111,-4,2019-01-26,2019,BOS,1606.26982479613,1688.64142656883,1599.52978886466,1695.3814625003,1540.6225338303,1811.85539452791,111.0,115.0,96,0.0
261,22018,21800746,2019-01-28,1610612738,BOS,BOS @ BKN,1,45.0,100.0,0.45,13.0,40.0,0.325,9.0,10.0,0.9,16.0,36.0,52.0,29.0,11.0,16.0,18.0,16.0,112,8,2019-01-28,2019,BOS,1599.52978886466,1518.53993007393,1603.66644038385,1514.40327855474,1662.23167643307,1425.09962043411,112.0,104.0,65,1.0
262,22018,21800756,2019-01-30,1610612738,BOS,BOS @ CHA,1,50.0,90.0,0.556,12.0,29.0,0.414,14.0,16.0,0.875,12.0,41.0,53.0,34.0,10.0,7.0,12.0,14.0,126,32,2019-01-30,2019,BOS,1603.66644038385,1486.11323325308,1612.34546087718,1477.43421275975,1581.61945503653,1463.79014074486,126.0,94.0,59,1.0
65,22018,21800771,2019-02-01,1610612738,BOS,BOS @ NYK,1,46.0,100.0,0.46,13.0,37.0,0.351,8.0,10.0,0.8,11.0,32.0,43.0,25.0,11.0,7.0,7.0,18.0,113,14,2019-02-01,2019,BOS,1612.34546087718,1281.72549975528,1616.89650518908,1277.17445544338,1594.19132216339,1167.20312170302,113.0,99.0,5,1.0
263,22018,21800788,2019-02-03,1610612738,BOS,BOS @ OKC,1,54.0,91.0,0.593,13.0,34.0,0.382,13.0,17.0,0.765,5.0,33.0,38.0,36.0,8.0,6.0,14.0,22.0,134,5,2019-02-03,2019,BOS,1616.89650518908,1616.47324961306,1621.57846122815,1611.79129357399,1635.33754759872,1609.36343564476,134.0,129.0,90,1.0
66,22018,21800797,2019-02-05,1610612738,BOS,BOS @ CLE,1,40.0,82.0,0.488,9.0,26.0,0.346,14.0,14.0,1.0,8.0,34.0,42.0,29.0,10.0,10.0,13.0,14.0,103,7,2019-02-05,2019,BOS,1621.57846122815,1288.25521164134,1624.51346793579,1285.3202049337,1678.73331768022,1235.5542593961,103.0,96.0,22,1.0
264,22018,21800814,2019-02-07,1610612738,BOS,BOS @ LAL,0,46.0,94.0,0.489,16.0,38.0,0.421,20.0,20.0,1.0,11.0,37.0,48.0,35.0,7.0,5.0,8.0,16.0,128,-1,2019-02-07,2019,BOS,1624.51346793579,1473.87318518759,1616.33459722177,1482.05205590161,1593.57387381218,1495.42794192203,128.0,129.0,68,0.0
265,22018,21800829,2019-02-09,1610612738,BOS,BOS @ LAC,0,39.0,92.0,0.424,9.0,26.0,0.346,25.0,31.0,0.806,8.0,37.0,45.0,21.0,9.0,3.0,12.0,29.0,112,-11,2019-02-09,2019,BOS,1616.33459722177,1499.22521593786,1595.61914822461,1519.94066493502,1633.43176117191,1429.38260424873,112.0,123.0,61,0.0
67,22018,21800849,2019-02-12,1610612738,BOS,BOS @ PHI,1,41.0,88.0,0.466,13.0,29.0,0.448,17.0,21.0,0.81,8.0,33.0,41.0,24.0,9.0,3.0,5.0,23.0,112,3,2019-02-12,2019,BOS,1595.61914822461,1628.02401599225,1604.14602234917,1619.49714186769,1584.04159573295,1676.1996185458,112.0,109.0,91,1.0
266,22018,21800855,2019-02-13,1610612738,BOS,BOS @ DET,1,45.0,88.0,0.511,16.0,39.0,0.41,12.0,15.0,0.8,10.0,37.0,47.0,32.0,8.0,2.0,16.0,22.0,118,8,2019-02-13,2019,BOS,1604.14602234917,1481.97749075829,1607.50314332875,1478.62036977871,1561.87085264797,1488.26149220118,118.0,110.0,60,1.0
68,22018,21800870,2019-02-21,1610612738,BOS,BOS @ MIL,0,39.0,102.0,0.382,14.0,40.0,0.35,5.0,6.0,0.833,12.0,38.0,50.0,19.0,11.0,9.0,7.0,15.0,97,-1,2019-02-21,2019,BOS,1607.50314332875,1695.78035245487,1605.72717024201,1697.55632554161,1579.71992280006,1715.11106095235,97.0,98.0,93,0.0
69,22018,21800889,2019-02-23,1610612738,BOS,BOS @ CHI,0,45.0,92.0,0.489,10.0,29.0,0.345,16.0,21.0,0.762,6.0,26.0,32.0,26.0,6.0,7.0,7.0,18.0,116,-10,2019-02-23,2019,BOS,1605.72717024201,1340.15734678998,1588.46040058,1357.42411645199,1624.55762717166,1345.1370239351,116.0,126.0,39,0.0
70,22018,21800909,2019-02-26,1610612738,BOS,BOS @ TOR,0,33.0,86.0,0.384,6.0,30.0,0.2,23.0,28.0,0.821,10.0,37.0,47.0,24.0,6.0,4.0,14.0,20.0,95,-23,2019-02-26,2019,BOS,1588.46040058,1635.02406585414,1578.73259951305,1644.75186692109,1663.2141540214,1673.61499165128,95.0,118.0,96,0.0
267,22018,21800913,2019-02-27,1610612738,BOS,BOS @ POR,0,40.0,86.0,0.465,5.0,28.0,0.179,7.0,10.0,0.7,8.0,33.0,41.0,20.0,5.0,4.0,17.0,20.0,92,-5,2019-02-27,2019,BOS,1578.73259951305,1628.59024348072,1570.3503285703,1636.97251442347,1652.7598315333,1619.1007686162,92.0,97.0,92,0.0
268,22018,21800931,2019-03-01,1610612738,BOS,BOS @ WAS,1,42.0,94.0,0.447,10.0,35.0,0.286,13.0,17.0,0.765,11.0,35.0,46.0,26.0,12.0,3.0,12.0,18.0,107,11,2019-03-01,2019,BOS,1570.3503285703,1466.24696273712,1574.81756586977,1461.77972543765,1651.99035448151,1447.69056235022,107.0,96.0,68,1.0
269,22018,21800945,2019-03-03,1610612738,BOS,BOS @ HOU,0,37.0,77.0,0.481,8.0,28.0,0.286,22.0,29.0,0.759,8.0,36.0,44.0,23.0,7.0,0.0,13.0,23.0,104,-11,2019-03-03,2019,BOS,1574.81756586977,1622.81940657941,1561.6214665636,1636.01550588558,1661.80098213347,1692.39115948237,104.0,115.0,97,0.0
71,22018,21800964,2019-03-05,1610612738,BOS,BOS @ GSW,1,49.0,96.0,0.51,14.0,34.0,0.412,16.0,17.0,0.941,9.0,37.0,46.0,38.0,12.0,5.0,11.0,24.0,128,33,2019-03-05,2019,BOS,1561.6214665636,1683.15712539726,1606.16036534939,1638.61822661147,1652.1281279728,1784.93716086805,128.0,95.0,99,1.0
72,22018,21800973,2019-03-06,1610612738,BOS,BOS @ SAC,1,40.0,79.0,0.506,13.0,33.0,0.394,18.0,21.0,0.857,3.0,32.0,35.0,26.0,11.0,1.0,18.0,22.0,111,2,2019-03-06,2019,BOS,1606.16036534939,1471.01779487881,1610.38634472093,1466.79181550727,1658.42272414319,1444.27325213034,111.0,109.0,69,1.0
73,22018,21800989,2019-03-09,1610612738,BOS,BOS @ LAL,1,48.0,93.0,0.516,14.0,38.0,0.368,10.0,14.0,0.714,6.0,37.0,43.0,32.0,6.0,5.0,13.0,17.0,120,13,2019-03-09,2019,BOS,1610.38634472093,1426.95790490163,1619.16619533053,1418.17805429203,1576.15673481375,1499.42681543736,120.0,107.0,66,1.0
74,22018,21801006,2019-03-11,1610612738,BOS,BOS @ LAC,0,44.0,91.0,0.484,14.0,36.0,0.389,13.0,19.0,0.684,7.0,22.0,29.0,26.0,11.0,4.0,13.0,24.0,115,-25,2019-03-11,2019,BOS,1619.16619533053,1546.22799301692,1601.85926920391,1563.53491914354,1610.76106537016,1481.10084873734,115.0,140.0,68,0.0
270,22018,21801022,2019-03-14,1610612738,BOS,BOS @ SAC,1,49.0,97.0,0.505,9.0,28.0,0.321,19.0,26.0,0.731,10.0,42.0,52.0,32.0,7.0,2.0,13.0,20.0,126,6,2019-03-14,2019,BOS,1601.85926920391,1467.79550221933,1604.54657829253,1465.10819313071,1573.23653910913,1447.4397172886,126.0,120.0,54,1.0
271,22018,21801034,2019-03-16,1610612738,BOS,BOS @ ATL,1,44.0,93.0,0.473,13.0,36.0,0.361,28.0,37.0,0.757,11.0,35.0,46.0,30.0,10.0,7.0,14.0,21.0,129,9,2019-03-16,2019,BOS,1604.54657829253,1376.6626261436,1606.57515286305,1374.63405157308,1583.57181757809,1348.34853178886,129.0,120.0,33,1.0
272,22018,21801052,2019-03-18,1610612738,BOS,BOS @ DEN,0,39.0,93.0,0.419,12.0,39.0,0.308,15.0,19.0,0.789,12.0,25.0,37.0,24.0,12.0,5.0,13.0,16.0,105,-9,2019-03-18,2019,BOS,1606.57515286305,1597.32152766175,1592.6614010801,1611.2352794447,1649.92178921098,1638.25323871779,105.0,114.0,93,0.0
75,22018,21801067,2019-03-20,1610612738,BOS,BOS @ PHI,0,45.0,96.0,0.469,12.0,32.0,0.375,13.0,16.0,0.813,10.0,36.0,46.0,22.0,1.0,3.0,9.0,25.0,115,-3,2019-03-20,2019,BOS,1592.6614010801,1631.75970916515,1589.54358736573,1634.87752287952,1644.96033492577,1577.14051652104,115.0,118.0,88,0.0
76,22018,21801087,2019-03-23,1610612738,BOS,BOS @ CHA,0,44.0,93.0,0.473,19.0,43.0,0.442,10.0,15.0,0.667,7.0,35.0,42.0,31.0,6.0,8.0,11.0,23.0,117,-7,2019-03-23,2019,BOS,1589.54358736573,1451.51620646809,1579.92095273236,1461.13884110146,1645.51052436571,1441.22610125887,117.0,124.0,66,0.0
273,22018,21801100,2019-03-24,1610612738,BOS,BOS @ SAS,0,38.0,94.0,0.404,7.0,35.0,0.2,13.0,16.0,0.813,11.0,34.0,45.0,23.0,4.0,2.0,8.0,14.0,96,-19,2019-03-24,2019,BOS,1579.92095273236,1561.83387685391,1556.74879260599,1585.00603698028,1657.5961943574,1505.40109798289,96.0,115.0,79,0.0
77,22018,21801108,2019-03-26,1610612738,BOS,BOS @ CLE,1,46.0,91.0,0.505,10.0,25.0,0.4,14.0,19.0,0.737,11.0,35.0,46.0,23.0,8.0,3.0,10.0,21.0,116,10,2019-03-26,2019,BOS,1556.74879260599,1347.7335096603,1563.39345898107,1341.08884328522,1427.70331612433,1289.11924051553,116.0,106.0,6,1.0
